group,country,number,position,name,name_zh,age,date_of_birth,caps,goals,club,captain,image,image_source,profile
B,Canada,23,GK,Jonathan Sirois,加拿大23号门将,24,2001-06-27,,,CF Montréal,False,https://images.fotmob.com/image_resources/playerimages/1168602.png,fotmob,https://www.fotmob.com/players/1168602
B,Canada,24,DF,Niko Sigur,加拿大24号后卫,22,2003-09-09,,,Hajduk Split,False,https://images.fotmob.com/image_resources/playerimages/1494508.png,fotmob,https://www.fotmob.com/players/1494508
B,Canada,25,MF,Mathieu Choinière,加拿大25号中场,27,1999-02-07,,,Grasshopper Club Zurich,False,https://images.fotmob.com/image_resources/playerimages/943428.png,fotmob,https://www.fotmob.com/players/943428
B,Canada,26,FW,Cyle Larin,加拿大26号前锋,31,1995-04-17,,,Feyenoord,False,https://images.fotmob.com/image_resources/playerimages/544312.png,fotmob,https://www.fotmob.com/players/544312
B,Switzerland,1,GK,Gregor Kobel,瑞士1号门将,28,,20,0,Borussia Dortmund,False,https://images.fotmob.com/image_resources/playerimages/764018.png,fotmob,https://www.fotmob.com/players/764018
B,Switzerland,2,DF,Miro Muheim,瑞士2号后卫,28,,9,0,Hamburger SV,False,https://images.fotmob.com/image_resources/playerimages/759817.png,fotmob,https://www.fotmob.com/players/759817
B,Switzerland,3,DF,Silvan Widmer,瑞士3号后卫,33,,59,5,Mainz 05,False,https://images.fotmob.com/image_resources/playerimages/275034.png,fotmob,https://www.fotmob.com/players/275034
B,Switzerland,4,DF,Nico Elvedi,瑞士4号后卫,29,,66,3,Borussia Mönchengladbach,False,https://images.fotmob.com/image_resources/playerimages/517346.png,fotmob,https://www.fotmob.com/players/517346
B,Switzerland,5,DF,Manuel Akanji,瑞士5号后卫,30,,80,4,Inter Milan,False,https://images.fotmob.com/image_resources/playerimages/521318.png,fotmob,https://www.fotmob.com/players/521318
B,Switzerland,6,MF,Denis Zakaria,瑞士6号中场,29,,64,3,Monaco,False,https://images.fotmob.com/image_resources/playerimages/598355.png,fotmob,https://www.fotmob.com/players/598355
B,Switzerland,7,FW,Breel Embolo,瑞士7号前锋,29,,86,24,Rennes,False,https://images.fotmob.com/image_resources/playerimages/527103.png,fotmob,https://www.fotmob.com/players/527103
B,Switzerland,8,MF,Remo Freuler,瑞士8号中场,34,,87,11,Bologna,False,https://images.fotmob.com/image_resources/playerimages/201704.png,fotmob,https://www.fotmob.com/players/201704
B,Switzerland,9,MF,Johan Manzambi,瑞士9号中场,20,,11,3,SC Freiburg,False,https://images.fotmob.com/image_resources/playerimages/1520063.png,fotmob,https://www.fotmob.com/players/1520063
B,Switzerland,10,MF,Granit Xhaka,瑞士10号中场,33,,145,17,Sunderland,True,https://images.fotmob.com/image_resources/playerimages/207236.png,fotmob,https://www.fotmob.com/players/207236
B,Switzerland,11,FW,Dan Ndoye,瑞士11号前锋,25,,30,7,Nottingham Forest,False,https://images.fotmob.com/image_resources/playerimages/1022649.png,fotmob,https://www.fotmob.com/players/1022649
B,Switzerland,12,GK,Yvon Mvogo,瑞士12号门将,32,,13,0,Lorient,False,https://images.fotmob.com/image_resources/playerimages/274787.png,fotmob,https://www.fotmob.com/players/274787
B,Switzerland,13,DF,Ricardo Rodriguez,瑞士13号后卫,33,,137,9,Real Betis,False,https://images.fotmob.com/image_resources/playerimages/115591.png,fotmob,https://www.fotmob.com/players/115591
B,Switzerland,14,MF,Ardon Jashari,瑞士14号中场,23,,7,0,Milan,False,https://images.fotmob.com/image_resources/playerimages/1163219.png,fotmob,https://www.fotmob.com/players/1163219
B,Switzerland,15,MF,Djibril Sow,瑞士15号中场,29,,51,0,Sevilla,False,https://images.fotmob.com/image_resources/playerimages/707970.png,fotmob,https://www.fotmob.com/players/707970
B,Switzerland,16,FW,Christian Fassnacht,瑞士16号前锋,32,,22,5,Young Boys,False,https://images.fotmob.com/image_resources/playerimages/618774.png,fotmob,https://www.fotmob.com/players/618774
B,Switzerland,17,FW,Rubén Vargas,瑞士17号前锋,27,,61,11,Sevilla,False,https://images.fotmob.com/image_resources/playerimages/860752.png,fotmob,https://www.fotmob.com/players/860752
B,Switzerland,18,DF,Eray Cömert,瑞士18号后卫,28,,21,0,Valencia,False,https://images.fotmob.com/image_resources/playerimages/705484.png,fotmob,https://www.fotmob.com/players/705484
B,Switzerland,19,FW,Noah Okafor,瑞士19号前锋,26,,24,2,Leeds United,False,https://images.fotmob.com/image_resources/playerimages/915797.png,fotmob,https://www.fotmob.com/players/915797
B,Switzerland,20,MF,Michel Aebischer,瑞士20号中场,29,,39,2,Pisa,False,https://images.fotmob.com/image_resources/playerimages/792756.png,fotmob,https://www.fotmob.com/players/792756
B,Switzerland,21,GK,Marvin Keller,瑞士21号门将,23,,1,0,Young Boys,False,https://images.fotmob.com/image_resources/playerimages/1107298.png,fotmob,https://www.fotmob.com/players/1107298
B,Switzerland,22,MF,Fabian Rieder,瑞士22号中场,24,,27,1,FC Augsburg,False,https://images.fotmob.com/image_resources/playerimages/1161211.png,fotmob,https://www.fotmob.com/players/1161211
B,Switzerland,23,FW,Zeki Amdouni,瑞士23号前锋,25,,28,11,Burnley,False,https://images.fotmob.com/image_resources/playerimages/1067168.png,fotmob,https://www.fotmob.com/players/1067168
B,Switzerland,24,DF,Aurèle Amenda,瑞士24号后卫,22,,6,0,Eintracht Frankfurt,False,https://images.fotmob.com/image_resources/playerimages/1257648.png,fotmob,https://www.fotmob.com/players/1257648
B,Switzerland,25,DF,Luca Jaquez,瑞士25号后卫,23,,3,0,VfB Stuttgart,False,https://images.fotmob.com/image_resources/playerimages/1270002.png,fotmob,https://www.fotmob.com/players/1270002
B,Switzerland,26,FW,Cedric Itten,瑞士26号前锋,29,,14,5,Fortuna Düsseldorf,False,https://images.fotmob.com/image_resources/playerimages/726956.png,fotmob,https://www.fotmob.com/players/726956
B,Qatar,1,GK,Mahmud Abunada,卡塔尔1号门将,26,,4,0,Al-Rayyan,False,https://images.fotmob.com/image_resources/playerimages/1213141.png,fotmob,https://www.fotmob.com/players/1213141
B,Qatar,2,DF,Pedro Miguel,卡塔尔2号后卫,35,,98,3,Al-Sadd,False,https://images.fotmob.com/image_resources/playerimages/734637.png,fotmob,https://www.fotmob.com/players/734637
B,Qatar,3,DF,Lucas Mendes,卡塔尔3号后卫,35,,25,1,Al-Wakrah,False,https://images.fotmob.com/image_resources/playerimages/149583.png,fotmob,https://www.fotmob.com/players/149583
B,Qatar,4,DF,Issa Laye,卡塔尔4号后卫,28,,3,0,Al-Arabi,False,https://images.fotmob.com/image_resources/playerimages/1839745.png,fotmob,https://www.fotmob.com/players/1839745
B,Qatar,5,DF,Jassem Gaber,卡塔尔5号后卫,24,,31,1,Al-Rayyan,False,https://images.fotmob.com/image_resources/playerimages/1195865.png,fotmob,https://www.fotmob.com/players/1195865
B,Qatar,6,MF,Abdulaziz Hatem,卡塔尔6号中场,36,,117,11,Al-Rayyan,False,https://images.fotmob.com/image_resources/playerimages/308909.png,fotmob,https://www.fotmob.com/players/308909
B,Qatar,7,FW,Ahmed Alaaeldin,卡塔尔7号前锋,33,,67,9,Al-Rayyan,False,https://commons.wikimedia.org/wiki/Special:FilePath/Qatar%20v%20Japan%20%E2%80%93%20AFC%20Asian%20Cup%202019%20final%2004%20%28cropped%29.jpg,wikidata,
B,Qatar,8,FW,Edmilson Junior,卡塔尔8号前锋,31,,15,0,Al-Duhail,False,https://images.fotmob.com/image_resources/playerimages/365245.png,fotmob,https://www.fotmob.com/players/365245
B,Qatar,9,FW,Mohammed Muntari,卡塔尔9号前锋,32,,67,16,Al-Gharafa,False,https://images.fotmob.com/image_resources/playerimages/431151.png,fotmob,https://www.fotmob.com/players/431151
B,Qatar,10,FW,Hassan Al-Haydos,卡塔尔10号前锋,35,,185,41,Al-Sadd,True,https://images.fotmob.com/image_resources/playerimages/117539.png,fotmob,https://www.fotmob.com/players/117539
B,Qatar,11,FW,Akram Afif,阿克拉姆·阿菲夫,29,,124,39,Al-Sadd,False,https://images.fotmob.com/image_resources/playerimages/613792.png,fotmob,https://www.fotmob.com/players/613792
B,Qatar,12,MF,Karim Boudiaf,卡塔尔12号中场,35,,117,5,Al-Duhail,False,https://images.fotmob.com/image_resources/playerimages/309153.png,fotmob,https://www.fotmob.com/players/309153
B,Qatar,13,DF,Ayoub Al-Oui,卡塔尔13号后卫,21,,5,0,Al-Gharafa,False,https://images.fotmob.com/image_resources/playerimages/1432180.png,fotmob,https://www.fotmob.com/players/1432180
B,Qatar,14,DF,Homam Ahmed,卡塔尔14号后卫,26,,67,3,Cultural Leonesa,False,https://commons.wikimedia.org/wiki/Special:FilePath/Asian%20Nations%20Cup%20Iran%20-%20Qatar%20%288%29%20%28cropped%29.jpg,wikidata,
B,Qatar,15,FW,Yusuf Abdurisag,卡塔尔15号前锋,26,,38,3,Al-Wakrah,False,https://images.fotmob.com/image_resources/playerimages/1053987.png,fotmob,https://www.fotmob.com/players/1053987
B,Qatar,16,DF,Boualem Khoukhi,卡塔尔16号后卫,35,,115,20,Al-Sadd,False,https://images.fotmob.com/image_resources/playerimages/308921.png,fotmob,https://www.fotmob.com/players/308921
B,Qatar,17,MF,Ahmed Al-Ganehi,卡塔尔17号中场,25,,13,1,Al-Gharafa,False,https://images.fotmob.com/image_resources/playerimages/1210913.png,fotmob,https://www.fotmob.com/players/1210913
B,Qatar,18,DF,Sultan Al-Brake,卡塔尔18号后卫,30,,16,0,Al-Duhail,False,https://images.fotmob.com/image_resources/playerimages/644014.png,fotmob,https://www.fotmob.com/players/644014
B,Qatar,19,FW,Almoez Ali,阿尔莫埃兹·阿里,29,,115,55,Al-Duhail,False,https://images.fotmob.com/image_resources/playerimages/644017.png,fotmob,https://www.fotmob.com/players/644017
B,Qatar,20,MF,Ahmed Fathy,卡塔尔20号中场,33,,47,0,Al-Arabi,False,https://images.fotmob.com/image_resources/playerimages/898424.png,fotmob,https://www.fotmob.com/players/898424
B,Qatar,21,GK,Salah Zakaria,卡塔尔21号门将,27,,8,0,Al-Duhail,False,https://images.fotmob.com/image_resources/playerimages/1053982.png,fotmob,https://www.fotmob.com/players/1053982
B,Qatar,22,GK,Meshaal Barsham,卡塔尔22号门将,28,,52,0,Al-Sadd,False,https://images.fotmob.com/image_resources/playerimages/922387.png,fotmob,https://www.fotmob.com/players/922387
B,Qatar,23,MF,Assim Madibo,卡塔尔23号中场,29,,50,0,Al-Wakrah,False,https://images.fotmob.com/image_resources/playerimages/615414.png,fotmob,https://www.fotmob.com/players/615414
B,Qatar,24,FW,Tahsin Jamshid,卡塔尔24号前锋,19,,2,0,Al-Duhail,False,,,
B,Qatar,25,DF,Al-Hashmi Al-Hussain,卡塔尔25号后卫,22,,7,0,Al-Arabi,False,https://images.fotmob.com/image_resources/playerimages/1642780.png,fotmob,https://www.fotmob.com/players/1642780
B,Qatar,26,FW,Mohamed Manai,卡塔尔26号前锋,23,,9,0,Al-Shamal,False,,,
B,Bosnia and Herzegovina,1,GK,Nikola Vasilj,波黑1号门将,30,,25,0,FC St. Pauli,False,https://images.fotmob.com/image_resources/playerimages/466867.png,fotmob,https://www.fotmob.com/players/466867
B,Bosnia and Herzegovina,2,DF,Nihad Mujakić,波黑2号后卫,28,,11,1,Gaziantep,False,https://images.fotmob.com/image_resources/playerimages/857436.png,fotmob,https://www.fotmob.com/players/857436
B,Bosnia and Herzegovina,3,DF,Dennis Hadžikadunić,波黑3号后卫,27,,31,0,Sampdoria,False,https://images.fotmob.com/image_resources/playerimages/797797.png,fotmob,https://www.fotmob.com/players/797797
B,Bosnia and Herzegovina,4,DF,Tarik Muharemović,波黑4号后卫,23,,13,1,Sassuolo,False,https://images.fotmob.com/image_resources/playerimages/1250485.png,fotmob,https://www.fotmob.com/players/1250485
B,Bosnia and Herzegovina,5,DF,Sead Kolašinac,波黑5号后卫,32,,64,0,Atalanta,False,https://images.fotmob.com/image_resources/playerimages/304345.png,fotmob,https://www.fotmob.com/players/304345
B,Bosnia and Herzegovina,6,MF,Benjamin Tahirović,波黑6号中场,23,,27,2,Brøndby,False,https://images.fotmob.com/image_resources/playerimages/1415104.png,fotmob,https://www.fotmob.com/players/1415104
B,Bosnia and Herzegovina,7,DF,Amar Dedić,波黑7号后卫,23,,27,1,Benfica,False,https://images.fotmob.com/image_resources/playerimages/958010.png,fotmob,https://www.fotmob.com/players/958010
B,Bosnia and Herzegovina,8,MF,Armin Gigović,波黑8号中场,24,,19,1,Young Boys,False,https://images.fotmob.com/image_resources/playerimages/1057426.png,fotmob,https://www.fotmob.com/players/1057426
B,Bosnia and Herzegovina,9,FW,Samed Baždar,波黑9号前锋,22,,12,1,Jagiellonia Białystok,False,https://images.fotmob.com/image_resources/playerimages/1284492.png,fotmob,https://www.fotmob.com/players/1284492
B,Bosnia and Herzegovina,10,FW,Ermedin Demirović,波黑10号前锋,28,,39,4,VfB Stuttgart,False,https://images.fotmob.com/image_resources/playerimages/840241.png,fotmob,https://www.fotmob.com/players/840241
B,Bosnia and Herzegovina,11,FW,Edin Džeko,波黑11号前锋,40,,148,73,Schalke 04,True,https://images.fotmob.com/image_resources/playerimages/15403.png,fotmob,https://www.fotmob.com/players/15403
B,Bosnia and Herzegovina,12,GK,Mladen Jurkas,波黑12号门将,18,,0,0,Borac Banja Luka,False,https://images.fotmob.com/image_resources/playerimages/1726288.png,fotmob,https://www.fotmob.com/players/1726288
B,Bosnia and Herzegovina,13,MF,Ivan Bašić,波黑13号中场,24,,16,0,Astana,False,https://images.fotmob.com/image_resources/playerimages/1179875.png,fotmob,https://www.fotmob.com/players/1179875
B,Bosnia and Herzegovina,14,MF,Ivan Šunjić,波黑14号中场,29,,11,0,Pafos,False,https://images.fotmob.com/image_resources/playerimages/541551.png,fotmob,https://www.fotmob.com/players/541551
B,Bosnia and Herzegovina,15,MF,Amar Memić,波黑15号中场,25,,12,1,Viktoria Plzeň,False,https://images.fotmob.com/image_resources/playerimages/1300385.png,fotmob,https://www.fotmob.com/players/1300385
B,Bosnia and Herzegovina,16,MF,Amir Hadžiahmetović,波黑16号中场,29,,35,0,Hull City,False,https://images.fotmob.com/image_resources/playerimages/639558.png,fotmob,https://www.fotmob.com/players/639558
B,Bosnia and Herzegovina,17,MF,Dženis Burnić,波黑17号中场,28,,19,0,Karlsruher SC,False,https://images.fotmob.com/image_resources/playerimages/660148.png,fotmob,https://www.fotmob.com/players/660148
B,Bosnia and Herzegovina,18,DF,Nikola Katić,波黑18号后卫,29,,16,1,Schalke 04,False,https://images.fotmob.com/image_resources/playerimages/725655.png,fotmob,https://www.fotmob.com/players/725655
B,Bosnia and Herzegovina,19,FW,Kerim Alajbegović,波黑19号前锋,18,,9,1,Red Bull Salzburg,False,https://images.fotmob.com/image_resources/playerimages/1684401.png,fotmob,https://www.fotmob.com/players/1684401
B,Bosnia and Herzegovina,20,FW,Esmir Bajraktarević,波黑20号前锋,21,,15,1,PSV Eindhoven,False,https://images.fotmob.com/image_resources/playerimages/1346860.png,fotmob,https://www.fotmob.com/players/1346860
B,Bosnia and Herzegovina,21,DF,Stjepan Radeljić,波黑21号后卫,28,,5,0,Rijeka,False,https://images.fotmob.com/image_resources/playerimages/653982.png,fotmob,https://www.fotmob.com/players/653982
B,Bosnia and Herzegovina,22,GK,Martin Zlomislić,波黑22号门将,27,,3,0,Rijeka,False,https://images.fotmob.com/image_resources/playerimages/857661.png,fotmob,https://www.fotmob.com/players/857661
B,Bosnia and Herzegovina,23,FW,Haris Tabaković,波黑23号前锋,31,,10,4,Borussia Mönchengladbach,False,https://images.fotmob.com/image_resources/playerimages/388903.png,fotmob,https://www.fotmob.com/players/388903
B,Bosnia and Herzegovina,24,DF,Nidal Čelik,波黑24号后卫,19,,1,0,Lens,False,https://images.fotmob.com/image_resources/playerimages/1657810.png,fotmob,https://www.fotmob.com/players/1657810
B,Bosnia and Herzegovina,25,FW,Jovo Lukić,波黑25号前锋,27,,2,0,Universitatea Cluj,False,https://images.fotmob.com/image_resources/playerimages/1174844.png,fotmob,https://www.fotmob.com/players/1174844
B,Bosnia and Herzegovina,26,MF,Ermin Mahmić,波黑26号中场,21,,1,0,Slovan Liberec,False,https://images.fotmob.com/image_resources/playerimages/1528815.png,fotmob,https://www.fotmob.com/players/1528815
C,Brazil,1,GK,Alisson,巴西1号门将,33,,77,0,Liverpool,False,https://commons.wikimedia.org/wiki/Special:FilePath/Alisson%20S%C3%A3o%20Paulo.jpg,wikidata,
C,Brazil,2,DF,Wesley,巴西2号后卫,22,,7,0,Roma,False,https://images.fotmob.com/image_resources/playerimages/1320176.png,fotmob,https://www.fotmob.com/players/1320176
C,Brazil,3,DF,Gabriel Magalhães,巴西3号后卫,28,,17,1,Arsenal,False,https://commons.wikimedia.org/wiki/Special:FilePath/GabrielLille2019.png,wikidata,
C,Brazil,4,DF,Marquinhos,马尔基尼奥斯,32,,104,7,Paris Saint-Germain,True,https://images.fotmob.com/image_resources/playerimages/267365.png,fotmob,https://www.fotmob.com/players/267365
C,Brazil,5,MF,Casemiro,卡塞米罗,34,,85,9,Manchester United,False,https://images.fotmob.com/image_resources/playerimages/208494.png,fotmob,https://www.fotmob.com/players/208494
C,Brazil,6,DF,Alex Sandro,巴西6号后卫,35,,44,2,Flamengo,False,https://images.fotmob.com/image_resources/playerimages/157865.png,fotmob,https://www.fotmob.com/players/157865
C,Brazil,7,FW,Vinícius Júnior,维尼修斯,25,,48,9,Real Madrid,False,https://images.fotmob.com/image_resources/playerimages/846033.png,fotmob,https://www.fotmob.com/players/846033
C,Brazil,8,MF,Bruno Guimarães,布鲁诺·吉马良斯,28,,42,2,Newcastle United,False,https://images.fotmob.com/image_resources/playerimages/850354.png,fotmob,https://www.fotmob.com/players/850354
C,Brazil,9,FW,Matheus Cunha,巴西9号前锋,27,,22,1,Manchester United,False,https://images.fotmob.com/image_resources/playerimages/863098.png,fotmob,https://www.fotmob.com/players/863098
C,Brazil,10,FW,Neymar,内马尔,34,,128,79,Santos,False,https://images.fotmob.com/image_resources/playerimages/19533.png,fotmob,https://www.fotmob.com/players/19533
C,Brazil,11,FW,Raphinha,拉菲尼亚,29,,38,11,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/696679.png,fotmob,https://www.fotmob.com/players/696679
C,Brazil,12,GK,Weverton,巴西12号门将,38,,10,0,Grêmio,False,https://images.fotmob.com/image_resources/playerimages/267826.png,fotmob,https://www.fotmob.com/players/267826
C,Brazil,13,DF,Danilo Luiz,巴西13号后卫,34,,69,1,Flamengo,False,https://commons.wikimedia.org/wiki/Special:FilePath/20180610%20FIFA%20Friendly%20Match%20Austria%20vs.%20Brazil%20Danilo%20Luiz%20850%201591%20%28cropped%29.jpg,wikidata,
C,Brazil,14,DF,Bremer,巴西14号后卫,29,,7,1,Juventus,False,https://images.fotmob.com/image_resources/playerimages/857269.png,fotmob,https://www.fotmob.com/players/857269
C,Brazil,15,DF,Léo Pereira,巴西15号后卫,30,,3,0,Flamengo,False,https://images.fotmob.com/image_resources/playerimages/523801.png,fotmob,https://www.fotmob.com/players/523801
C,Brazil,16,DF,Douglas Santos,巴西16号后卫,32,,6,0,Zenit Saint Petersburg,False,https://images.fotmob.com/image_resources/playerimages/346000.png,fotmob,https://www.fotmob.com/players/346000
C,Brazil,17,MF,Fabinho,法比尼奥,32,,32,0,Al-Ittihad,False,https://images.fotmob.com/image_resources/playerimages/359188.png,fotmob,https://www.fotmob.com/players/359188
C,Brazil,18,MF,Danilo Santos,巴西18号中场,25,,3,2,Botafogo,False,https://images.fotmob.com/image_resources/playerimages/1181700.png,fotmob,https://www.fotmob.com/players/1181700
C,Brazil,19,FW,Endrick,巴西19号前锋,19,,16,3,Lyon,False,https://images.fotmob.com/image_resources/playerimages/1406729.png,fotmob,https://www.fotmob.com/players/1406729
C,Brazil,20,MF,Lucas Paquetá,巴西20号中场,28,,62,13,Flamengo,False,https://images.fotmob.com/image_resources/playerimages/766435.png,fotmob,https://www.fotmob.com/players/766435
C,Brazil,21,FW,Luiz Henrique,巴西21号前锋,25,,14,2,Zenit Saint Petersburg,False,https://images.fotmob.com/image_resources/playerimages/1176214.png,fotmob,https://www.fotmob.com/players/1176214
C,Brazil,22,FW,Gabriel Martinelli,巴西22号前锋,24,,22,4,Arsenal,False,https://images.fotmob.com/image_resources/playerimages/1021586.png,fotmob,https://www.fotmob.com/players/1021586
C,Brazil,23,GK,Ederson,巴西23号门将,32,,32,0,Fenerbahçe,False,https://images.fotmob.com/image_resources/playerimages/363364.png,fotmob,https://www.fotmob.com/players/363364
C,Brazil,24,DF,Roger Ibañez,巴西24号后卫,27,,6,0,Al-Ahli,False,https://commons.wikimedia.org/wiki/Special:FilePath/Roger%20Iba%C3%B1ez%20da%20Silva.jpg,wikidata,
C,Brazil,25,FW,Igor Thiago,巴西25号前锋,24,,3,2,Brentford,False,https://images.fotmob.com/image_resources/playerimages/1302005.png,fotmob,https://www.fotmob.com/players/1302005
C,Brazil,26,FW,Rayan,巴西26号前锋,19,,2,1,Bournemouth,False,https://commons.wikimedia.org/wiki/Special:FilePath/Rayan%202026.png,wikidata,
